Title,Text,Author,Source,Label,,,
Therapists Recommend Treating People Like Shit If You’re Having A Bad Day https:,,The Onion,Twitter,Satirical,,,
RT @KartoonistKelly: Trick or Cheat? My latest: https:,,The Onion,Twitter,Satirical,,,
Family Chooses Different Dog Than Reincarnated Grandfather https:,,The Onion,Twitter,Satirical,,,
Invasive Restaurant Franchise Spreads To Third State https:,,The Onion,Twitter,Satirical,,,
"“Your investigation ends now,” said the shadow counsel, his viselike grip tightening on the neck of former FBI dire… https:",,The Onion,Twitter,Satirical,,,
When I made the connection between the animals I often grilled in my backyard and the animal before me able to sco… https://t.co/5Y0bxiWK31,,The Onion,Twitter,Satirical,,,
National News Highlights https:,,The Onion,Twitter,Satirical,,,
Hospital Gift Shop Figures It Can Soak ’Em For 30 On The ‘I’m Thinking Of You’ Teddy Bear https:,,The Onion,Twitter,Satirical,,,
Eiffel Tower Finally Completed https:,,The Onion,Twitter,Satirical,,,
Decorative Throw Pillow Positively Aching For A Quick Plump https:,,The Onion,Twitter,Satirical,,,
"Gwyneth Paltrow Reveals Secret To Her Healthy, Radiant Skin Eating 20 Pounds Of Kielbasa A Day… https:",,The Onion,Twitter,Satirical,,,
Film Character Moves Into Beautiful Brooklyn Brownstone After Getting Dream Publishing Job https:,,The Onion,Twitter,Satirical,,,
Report: Most Americans’ Retirement Plans Consist Of Hoping Their Random Junk Turns Out To Be Collector’s Item Worth… https:,,The Onion,Twitter,Satirical,,,
Study Finds Effectiveness Of Medical Treatment Skyrockets When Doctor Acts Like Condescending Dick… https:,,The Onion,Twitter,Satirical,,,
Seed Of World War III Planted In Beijing Middle-School Gym Class https:,,The Onion,Twitter,Satirical,,,
"RT @ClickHole: Double Tragedy: When This Frat Pledge Had To Be Rushed To The Hospital For Alcohol Poisoning, Frat Brothers Pressured His Do…",,The Onion,Twitter,Satirical,,,
Andrew Luck Vows To Bring Indianapolis Fans Another Great Pizza Ad https:,,The Onion,Twitter,Satirical,,,
Study Finds All-Consuming Self-Pity Best Way To Win Back Ex-Partner https:,,The Onion,Twitter,Satirical,,,
Woman Toys With Idea Of Getting Sister Something Nice They Can Do Together As Gift Before Settling On Candle… https:,,The Onion,Twitter,Satirical,,,
"For the latest from the world’s most unstoppable media juggernaut, visit https:",,The Onion,Twitter,Satirical,,,
"Let us never forget how WWE continues to affect all of us, and how these brave men dedicated their lives to wrestl… https://t.co/MFRUfpqsbV",,The Onion,Twitter,Satirical,,,
"For more exemplary journalism, visit https:",,The Onion,Twitter,Satirical,,,
Taylor Swift Breaks Political Silence To Throw Support Behind Restoring Shōgun To Throne Of Japan… https:,,The Onion,Twitter,Satirical,,,
Teen Wastes Prime Childbearing Years Going To High School https:,,The Onion,Twitter,Satirical,,,
Doll Real Estate Agent Glosses Over Giant Hinged Opening In Middle Of House https:,,The Onion,Twitter,Satirical,,,
NASCAR Race Stops To Wait For Family Of Ducks To Pass https:,,The Onion,Twitter,Satirical,,,
Man Wondering If There Might Be Some Sort Of Website Featuring Footage Of Sexual Acts One May View For Purposes Of… https:,,The Onion,Twitter,Satirical,,,
Worldwide Jewish Conspiracy Worried It Came Down Too Hard On Jeff Yesterday https:,,The Onion,Twitter,Satirical,,,
Voyeur Researchers Recommend At Least 7 Hours Of Watching Someone Sleep Per Night https:,,The Onion,Twitter,Satirical,,,
U.S. Citizens: ‘We Love When Thing Taste Like Other Thing’ https:,,The Onion,Twitter,Satirical,,,
"Report: Wealth Of America’s 3 Richest Families Grew By 6,000% Since 1982 https:",,The Onion,Twitter,Satirical,,,
Warden Scrambling To Find Ways To Punish Striking Inmates Worse Than Their Typical Living Conditions… https:,,The Onion,Twitter,Satirical,,,
"Teach For America Chews Up, Spits Out Another Ethnic-Studies Major https:",,The Onion,Twitter,Satirical,,,
Company More Like Family Whose Members Are Desperate To Join Better Family https:,,The Onion,Twitter,Satirical,,,
Dermatologist Recommends Not Caring So Much What Other People Think https:,,The Onion,Twitter,Satirical,,,
Aging Tom Brady Decides To Conserve Energy By No Longer Returning Kicks https:,,The Onion,Twitter,Satirical,,,
Chuck Schumer Relieved He’s Never Taken Stance Meaningful Enough To Have Someone Mail Him Explosive… https:,,The Onion,Twitter,Satirical,,,
National News Highlights https:,,The Onion,Twitter,Satirical,,,
Is This Year's Giants Team An Al-Qaeda Plot Designed To Hurt New Yorkers Again? https:,,The Onion,Twitter,Satirical,,,
Fox News Now Just Airing Continuous Blood-Red Screen With Disembodied Voice Chanting ‘They’re Coming To Kill You’… https:,,The Onion,Twitter,Satirical,,,
"Sick, Elderly Man Screaming About Foreigners Stealing From Him https:",,The Onion,Twitter,Satirical,,,
"In a series of blurry images received just before we lost all contact with the lander, we can see Curiosity sudden… https://t.co/JEEwwAw12n",,The Onion,Twitter,Satirical,,,
Pros And Cons Of Teacher Tenure https:,,The Onion,Twitter,Satirical,,,
"There are 331 candidates for the 2018 Nobel Peace Prize laureate, whom the Norwegian Nobel Committee will reveal on… https:",,The Onion,Twitter,Satirical,,,
Defiant Dallas Police Officer Claims Anyone Could Have Mistaken Black Man’s Apartment For Gun… https:,,The Onion,Twitter,Satirical,,,
"Mr. Autumn Man Walking Down Street With Cup Of Coffee, Wearing Sweater Over Plaid Collared Shirt… https:",,The Onion,Twitter,Satirical,,,
Raytheon Employee Going To Be Pissed If Bonus Just Missile Again https:,,The Onion,Twitter,Satirical,,,
"RT @ClickHole: While I Agree That Hitler Was One Of History’s Greatest Monsters, I Still Feel Bad That He Never Got To Hear The Beatles htt…",,The Onion,Twitter,Satirical,,,
Did You Know? https:,,The Onion,Twitter,Satirical,,,
RT @ClickHole: Despicable: Donald Trump Jr. Just Posted A Photo Of Himself Proudly Posing With A Worm He Shot On The White House Lawn https…,,The Onion,Twitter,Satirical,,,
Child Venture Capitalist Invests $2.50 In Friend’s Slug-Eating Enterprise https:,,The Onion,Twitter,Satirical,,,
"To see more unmatched reporting, visit https:",,The Onion,Twitter,Satirical,,,
Tips For Surviving Your Office Holiday Party https:,,The Onion,Twitter,Satirical,,,
Free Toothpick Transforms Schlubby Restaurant-Goer Into Aloof Bad Boy https:,,The Onion,Twitter,Satirical,,,
RT @ClickHole: The Future Of Agriculture: Dole Just Engineered An Apple That Grows With A Toy In It To Encourage Kids To Eat More Fruit htt…,,The Onion,Twitter,Satirical,,,
"We’ve discovered that hotness is a far more robust and useful way to organize animals, plants, and microbes than s… https://t.co/IReERXSCN2",,The Onion,Twitter,Satirical,,,
'Rosemary's Baby' is a classic supernatural thriller that spurred the rise of the natural birth and doula movement… https:,,The Onion,Twitter,Satirical,,,
The ad urges voters to use the remainder of their strength to crawl to their nearest polling location before they b… https:,,The Onion,Twitter,Satirical,,,
"To see more unmatched reporting, visit https:",,The Onion,Twitter,Satirical,,,
"RT @ClickHole: Everyday Hero: When This Pregnant Woman Couldn’t Find A Seat On A Train, This Man Decided To Stand On His In Solidarity http…",,The Onion,Twitter,Satirical,,,
Astronomers Confirm Moon Will Have Dozens Of New Phases In 2019 https:,,The Onion,Twitter,Satirical,,,
Visit https:,,The Onion,Twitter,Satirical,,,
RT @ClickHole: Too Little Too Late: Halle Berry Has Put On A Propeller Hat To Prepare For Her 2004 Role In ‘Catwoman’ https:,,The Onion,Twitter,Satirical,,,
"Jesus Announces Plans To Return Once The Dow Clears 27,000 https:",,The Onion,Twitter,Satirical,,,
Man Updates Little Monologue Recited When Extended Relatives Ask How He’s Doing https:,,The Onion,Twitter,Satirical,,,
Excited Patient Points Out Organ He Wants From Kidney Tank In Hospital Lobby https:,,The Onion,Twitter,Satirical,,,
FEMA Dispatches Crews To Do Whatever They Need To Do To Look Busy https:,,The Onion,Twitter,Satirical,,,
Art Experts Confirm Guggenheim Museum A Forgery https:,,The Onion,Twitter,Satirical,,,
"Poll: Majority Of Voters Not Looking For Serious, Long-Term Candidate Right Now https:",,The Onion,Twitter,Satirical,,,
Man Driving While Making YouTube Video To Explain How PC Culture Destroying America https:,,The Onion,Twitter,Satirical,,,
Macy’s Concludes Thanksgiving Day Parade With Traditional Procession Of Santa’s Coffin https:,,The Onion,Twitter,Satirical,,,
Popular New Exercise App Just Tells Users They Ran 5 Miles A Day No Matter What https:,,The Onion,Twitter,Satirical,,,
"World’s Insect Leaders Attend G20,000,000,000 Summit https:",,The Onion,Twitter,Satirical,,,
Chuck Schumer Honestly Pretty Amazed He Hasn’t Caved Yet https:,,The Onion,Twitter,Satirical,,,
Did You Know? https:,,The Onion,Twitter,Satirical,,,
RT @ClickHole: Letting His Baby Grow Up: God Has Finally Given Jesus Permission To Start Wearing A Thong https:,,The Onion,Twitter,Satirical,,,
Chris Pine Depressed By Realization He Could Probably Win Governorship Somewhere https:,,The Onion,Twitter,Satirical,,,
National News Highlights https:,,The Onion,Twitter,Satirical,,,
Congress Cuts Funding For 26-Year-Old Stepson https:,,The Onion,Twitter,Satirical,,,
Wallace Shawn Emerges As Frontrunner To Replace Daniel Craig As James Bond https:,,The Onion,Twitter,Satirical,,,
"This Week's Editorial Cartoon: ""Indoctrinate-TED"" https:",,The Onion,Twitter,Satirical,,,
Barber Just Latest In String Of Humans To Feign Interest In What Area Man Says https:,,The Onion,Twitter,Satirical,,,
RT @ClickHole: Put Down The iPad And Go Shave An Ape! 6 Awesome Things ’90s Kids Grew Up Doing To Orangutans That Kids Today Are Totally Mi…,,The Onion,Twitter,Satirical,,,
Mom Just Called To Say Hi And That She’s Very Sad https:,,The Onion,Twitter,Satirical,,,
Georgia GOP Demands Stacey Abrams Step Down As Candidate To Avoid Conflict Of Interest https:,,The Onion,Twitter,Satirical,,,
Government Shutdowns By The Numbers https:,,The Onion,Twitter,Satirical,,,
Prison Now Allowing Death Row Inmates To Receive Weekly Visitors Throughout Executions https:,,The Onion,Twitter,Satirical,,,
Report: 15% Of Cars In Mall Parking Lots Occupied By Family Member Who Stormed Off After Fight… https:,,The Onion,Twitter,Satirical,,,
Brad Pitt Stumbles Across Old Cardboard Box With Gwyneth Paltrow's Head In Attic https:,,The Onion,Twitter,Satirical,,,
Joe Buck Tears Rotator Cuff After Awkward Throw Down To Sideline https:,,The Onion,Twitter,Satirical,,,
Does Jimmy Garoppolo Have What It Takes To Start His Own Sham Fitness And Diet Program? https:,,The Onion,Twitter,Satirical,,,
Man Halfway Down Giant Water Slide Remembers Today 9,,The Onion,Twitter,Satirical,,,11 https:
Divorced Parents A Little Hurt Child’s Christmas List Doesn’t Include Heartbreaking Wish For Them To Get Back Toget… https:,,The Onion,Twitter,Satirical,,,
Study: Nuclear Power Necessary To Cut Climate Emissions https:,,The Onion,Twitter,Satirical,,,
Nation Not Sure How Many Ex-Trump Staffers It Can Safely Reabsorb https:,,The Onion,Twitter,Satirical,,,
Teen On Brink Of Experiencing Incredible Journey Of Motherhood Instead Asks Boyfriend To Use Condom… https:,,The Onion,Twitter,Satirical,,,
Thanksgiving is one of America’s oldest and most cherished cultural traditions. The Onion looks back at the history… https:,,The Onion,Twitter,Satirical,,,
Japan Pledges To Halt Production Of Weirdo Porn That Makes People Puke https:,,The Onion,Twitter,Satirical,,,
Report: Some Small Town Enjoying Last Days Of Anonymity Before Harrowing Tragedy https:,,The Onion,Twitter,Satirical,,,
Unhinged Lunatic Using Facebook To Spread Conspiracy Theories https:,,The Onion,Twitter,Satirical,,,
Family Moves Elderly Aunt Into Subconscious https:,,The Onion,Twitter,Satirical,,,
2018 NFL Season By The Numbers https:,,The Onion,Twitter,Satirical,,,
Only College Student Staying On Campus Planning Saddest Thanksgiving Meal Of All Time https:,,The Onion,Twitter,Satirical,,,
Gross Doctors Recommend Drinking 8 Warm Cups Of Clam Juice A Day https:,,The Onion,Twitter,Satirical,,,
"Luke Walton Inspires Lakers With Story About Zero-Point, 2-Rebound Performance In Game 2 Of 2009 Finals… https:",,The Onion,Twitter,Satirical,,,
University Quickly Slaps Together Rinky-Dink Ceremony For Anyone Graduating In December https:,,The Onion,Twitter,Satirical,,,
The Most Indifferent Animals At The Petting Zoo This Year https:,,The Onion,Twitter,Satirical,,,
Pros And Cons Of Delaying School Start Time https:,,The Onion,Twitter,Satirical,,,
‘Roseanne’ Spinoff Showrunner Hopes Big Puddle Of Blood In Kitchen Enough To Explain Main Character’s Disappearance… https:,,The Onion,Twitter,Satirical,,,
"To see more unmatched reporting, visit https:",,The Onion,Twitter,Satirical,,,
Decision To Circle Parking Lot Produces Carbon Emission That Finally Does It https:,,The Onion,Twitter,Satirical,,,
Did You Know? https:,,The Onion,Twitter,Satirical,,,
Anne Geddes Starting To Lose It https:,,The Onion,Twitter,Satirical,,,
Woman Longs For Day When First Female President Can Have Tell-All Book Written About Disgusting Vagina… https:,,The Onion,Twitter,Satirical,,,
Conservative Acquaintance Annoyingly Not Racist https:,,The Onion,Twitter,Satirical,,,
Inconsolable Jeff Sessions Tries To Commit Suicide By Smoking Joint https:,,The Onion,Twitter,Satirical,,,
Pence Spends 621st Straight Sinful Day Coveting His Neighbor’s Job https:,,The Onion,Twitter,Satirical,,,
This Weekend's Onion Magazine: https:,,The Onion,Twitter,Satirical,,,
Friend Of Bruce Springsteen Has Been Thinking Of Excuses To Avoid Checking Out His Band For 50 Years… https:,,The Onion,Twitter,Satirical,,,
Pumpkin Clearly Had Finger In It https:,,The Onion,Twitter,Satirical,,,
Police Department Deploys Fancyclothes Cop https:,,The Onion,Twitter,Satirical,,,
Nation’s Fact-Checkers Confirm They’ll Probably Wrap Up Evaluating Trump’s Statements By 2050 At Latest… https:,,The Onion,Twitter,Satirical,,,
National News Highlights https:,,The Onion,Twitter,Satirical,,,
Woman Nervously Reaches For Cell Phone As Suspicious Black Man Tells Her Today's Soup Is Minestrone… https:,,The Onion,Twitter,Satirical,,,
Everyone In Pride Parade Straight https:,,The Onion,Twitter,Satirical,,,
Defiant Dallas Police Officer Claims Anyone Could Have Mistaken Black Man's Apartment For Gun… https:,,The Onion,Twitter,Satirical,,,
In Focus: Defiant Mitch McConnell Holds Merrick Garland’s Severed Head Aloft In Front Of Capitol Building… https:,,The Onion,Twitter,Satirical,,,
Coworkers Brought To Place Of Unthinkable Intimacy By Team-Building Exercise https:,,The Onion,Twitter,Satirical,,,
ISIS Attacks Drop In West https:,,The Onion,Twitter,Satirical,,,
"‘He’s Not Right For You,’ Report Relationship Experts Who Must Not Want To See You Be Happy https:",,The Onion,Twitter,Satirical,,,
Baby Can Already Tell Crib He’s In Going To Be Recalled https:,,The Onion,Twitter,Satirical,,,
"It’s a great little pick-me-up. Sure, there’s still caffeine in the cola, but it’s just enough to help keep the cr… https://t.co/ZFw6MSXa7r",,The Onion,Twitter,Satirical,,,
FEMA Frantically Prepares Apology For Screwing Up Hurricane Florence Response https:,,The Onion,Twitter,Satirical,,,
RT @ClickHole: This Will Change The Way You Watch 'The Lord Of The Rings: The Fellowship Of The Ring' https:,,The Onion,Twitter,Satirical,,,
RT @TheOnion: Elizabeth Warren Disappointed After DNA Test Shows Zero Trace Of Presidential Material https:,,The Onion,Twitter,Satirical,,,
"The Week In Pictures – Week Of December 3, 2018 https:",,The Onion,Twitter,Satirical,,,
Pistachio-Eating Man Achieves ‘Flow’ State https:,,The Onion,Twitter,Satirical,,,
National News Highlights https:,,The Onion,Twitter,Satirical,,,
Video Game Blacksmith Struggling To Compete With Random Chests Full Of Free Armor All Over Kingdom… https:,,The Onion,Twitter,Satirical,,,
Nation’s Oppressed Christians Huddle Underground To Light Single Shriveled Christmas Shrub https:,,The Onion,Twitter,Satirical,,,
Timeline Of Thanksgiving https:,,The Onion,Twitter,Satirical,,,
Middle-Aged Man Having Best Snacks Of His Life https:,,The Onion,Twitter,Satirical,,,
Incredibly Popular George H.W. Bush Funeral Gets Extended 2-Week Run https:,,The Onion,Twitter,Satirical,,,
"Kavanaugh: ‘I Am Not Denying That Ford Was Sexually Assaulted In Some Alternate Dimension, Plane Of Existence’… https:",,The Onion,Twitter,Satirical,,,
Man Just Knows Hillary Clinton Going To Have Opinion On Not Dying In Explosion https:,,The Onion,Twitter,Satirical,,,
Meghan Markle Nervously Looking Over Clinic Pamphlets Weighing Her Options https:,,The Onion,Twitter,Satirical,,,
Mom Hates Bad Guy In Movie https:,,The Onion,Twitter,Satirical,,,
Trail Of Ants Better Be Leading Toward Something Delicious https:,,The Onion,Twitter,Satirical,,,
National News Highlights https:,,The Onion,Twitter,Satirical,,,
Roommates Still Don’t Know Each Other Well Enough To Not Speak https:,,The Onion,Twitter,Satirical,,,
"Newly Engaged Couple Receives Incredible Outpouring Of Insincerity From Family, Friends https:",,The Onion,Twitter,Satirical,,,
"RT @ClickHole: Coming Clean: Juicy Fruit Has Announced That The White Dust On Their Sticks Of Gum Is Regular-Ass Dust, And If That’s A Deal…",,The Onion,Twitter,Satirical,,,
Hungover Man Horrified To Learn He Made Dozens Of Plans Last Night https:,,The Onion,Twitter,Satirical,,,
RT @TheOnion: System For Telling Clean Clothes From Dirty Falls Apart By Second Day Of Trip https:,,The Onion,Twitter,Satirical,,,
Thrill-Seeker Microwaves Pot Pie Without Slitting Crust https:,,The Onion,Twitter,Satirical,,,
"‘You Are All Inside Amazon’s Second Headquarters,’ Jeff Bezos Announces To Horrified Americans As Massive Dome Enve… https:",,The Onion,Twitter,Satirical,,,
"These events are in the past, present, and future, and that’s where they should stay. https:",,The Onion,Twitter,Satirical,,,
Report: More Americans Saving Money For Child’s Unemployment https:,,The Onion,Twitter,Satirical,,,
Woman Who Changed Self To Please Boyfriend Enjoying Happy Long-Term Relationship https:,,The Onion,Twitter,Satirical,,,
Viagra Announces Real Medicine That Gave Customers Erections Was Confidence All Along https:,,The Onion,Twitter,Satirical,,,
Man Has Been Meaning To Catch Up On Whole Of Human Artistic Endeavor https:,,The Onion,Twitter,Satirical,,,
RT @TheAVClub: Wes Anderson walks the line between nerd and hipster in his films with Jason Schwartzman https:,,The Onion,Twitter,Satirical,,,
Explanation Of Board Game Rules Peppered With Reassurances That It Will Be Fun https:,,The Onion,Twitter,Satirical,,,
"50 Years Of Climate Change, Habitat Loss Somehow Unable To Take Down Goddamned Parrotfish https:",,The Onion,Twitter,Satirical,,,
Glitch In Country Allows Citizens To Temporarily Walk Through Tables https:,,The Onion,Twitter,Satirical,,,
RT @TheOnion: Ohio State Begins Scouting For Next Scandal https:,,The Onion,Twitter,Satirical,,,
We are looking into the deeply troubling accusations that the United States Senate has chosen to willfully and kno… https://t.co/zDQEZ0KH4W,,The Onion,Twitter,Satirical,,,
Visit https:,,The Onion,Twitter,Satirical,,,
Increasingly Anxious Man Worried Order Confirmation Email Never Going To Come https:,,The Onion,Twitter,Satirical,,,
"Nation’s Tourists Announce Plans To Form Circle, Clap Hands Around Guys Doing Flips And Stuff… https:",,The Onion,Twitter,Satirical,,,
"70,000 Burning Man Attendees Die Of Dehydration After Thinking Someone Else Was Bringing The Water… https:",,The Onion,Twitter,Satirical,,,
GOP Releases New Letter Supporting Kavanaugh Signed By Orrin Hatch 500 Times https:,,The Onion,Twitter,Satirical,,,
"Area Woman's Type Tall, Athletic Men Who Have Already Hurt Her https:",,The Onion,Twitter,Satirical,,,
"Fuck, Roommates Want To Have Meeting https:",,The Onion,Twitter,Satirical,,,
@tedcruz @BetoORourke The Texas Senate race between @TedCruz and @BetoORourke has become a high-profile contest wit… https:,,The Onion,Twitter,Satirical,,,
".@DonaldJTrumpJr: ""Everyone is super mad about this secret bad guy in the White House, but we put a whole candy bar… https:",,The Onion,Twitter,Satirical,,,
University Suspends All Lightweights From Campus Following Fraternity Hazing Death https:,,The Onion,Twitter,Satirical,,,
Man Unsure How Fellow Diners Got Impression Appetizer Was Ordered For Table https:,,The Onion,Twitter,Satirical,,,
Margaret Atwood: ‘The Handmaids Are Supposed To Be Aliens’ https:,,The Onion,Twitter,Satirical,,,
National News Highlights https:,,The Onion,Twitter,Satirical,,,
Kids Getting A Little Old To Still Believe In Innate Charitable Goodness Of Humans https:,,The Onion,Twitter,Satirical,,,
MTA Reminds New Yorkers They Can Fucking Walk https:,,The Onion,Twitter,Satirical,,,
Mysterious Crate Arrives From London https:,,The Onion,Twitter,Satirical,,,
NFL Urges Pass Rushers To Try Reaching Peaceful Resolution With Quarterbacks Before Resorting To Tackling… https:,,The Onion,Twitter,Satirical,,,
National News Highlights: https:,,The Onion,Twitter,Satirical,,,
"RT @ClickHole: Whoa: 1 Out Of 1,000 People Who Click On This Will Get Straight-Up Porn https:",,The Onion,Twitter,Satirical,,,
Report: Average American Worker Replaced Within 10 Minutes Of Taking Vacation https:,,The Onion,Twitter,Satirical,,,
Clothes Come To Forefront As Major Theme In This Year’s New York Fashion Week https:,,The Onion,Twitter,Satirical,,,
Trump Unveils Plan To Address Migrants With New Open-Fire Policy https:,,The Onion,Twitter,Satirical,,,
God Admits There Was Probably A Better Way Of Giving Humans Taste Of Heavenly Bliss Than Opioids… https:,,The Onion,Twitter,Satirical,,,
GOP Mulls Forcing Christine Blasey Ford To Publicly Apologize To Kavanaugh Just For Hell Of It… https:,,The Onion,Twitter,Satirical,,,
"Unemployed Dad Channels All His Energy Into Creating, Running Haunted House https:",,The Onion,Twitter,Satirical,,,
RT @ClickHole: Poor Kid: Eddie Vedder Just Said Something Rude About Donald Trump So Now This 8-Year-Old Has To Listen To His Dad Yell Abou…,,The Onion,Twitter,Satirical,,,
Gun Deaths In U.S. At 40-Year High https:,,The Onion,Twitter,Satirical,,,
ICE Agents Feeling A Little Hurt That Trump Doesn’t Think They’re Doing Enough To Terrorize Hispanics… https:,,The Onion,Twitter,Satirical,,,
Horrified Nation Wakes Up On Cyber Monday To Find Amazon Echo Devices Embedded Beneath Skin https:,,The Onion,Twitter,Satirical,,,
Grown Man Refers To Map At Beginning Of Novel To Find Out Where Ruined Castle Of Arnoth Is Located… https:,,The Onion,Twitter,Satirical,,,
Family Impressed By Extra Effort Father Putting In To Hide Drinking https:,,The Onion,Twitter,Satirical,,,
"EPA’s New Coal Rule Could Cause 1,400 More Deaths Per Year https:",,The Onion,Twitter,Satirical,,,
"China, U.S. Agree To Temporary Halt To Trade War https:",,The Onion,Twitter,Satirical,,,
Family Receives 38-Piece AstraZeneca Assorted Pill Sampler https:,,The Onion,Twitter,Satirical,,,
Homemade DNA Test Proves Trump Boys Are At Least One Jar Blood https:,,The Onion,Twitter,Satirical,,,
Man’s Family Rises To Record-High Fourth Priority https:,,The Onion,Twitter,Satirical,,,
Top Agenda Items In Upcoming Democratic-Majority House https:,,The Onion,Twitter,Satirical,,,
"City Officials Warn Against Flushing Feminine Hygiene Products After Finding 8-Foot-Long, 250-Pound Tampon Lurking… https:",,The Onion,Twitter,Satirical,,,
NBC Unveils On Screen Graphic Informing Audience They Are Watching Football https:,,The Onion,Twitter,Satirical,,,
Deeply Held Conviction Immediately Dropped After Friend Half-Heartedly Disagrees https:,,The Onion,Twitter,Satirical,,,
Convenience Store Employee Given Generous Holiday Bonus Shift https:,,The Onion,Twitter,Satirical,,,
Biologists Unveil New Taxonomic System Classifying Species By Hotness https:,,The Onion,Twitter,Satirical,,,
5 Things To Know About Tucker Carlson https:,,The Onion,Twitter,Satirical,,,
Supposed ‘Game Of Thrones’ Buff Hasn’t Even Finished Books Yet https:,,The Onion,Twitter,Satirical,,,
RT @ClickHole: A Hero’s Reward: George H.W. Bush Is Sitting In Valhalla Nervously Drinking A Glass Of Water While Dead Vikings Battle Aroun…,,The Onion,Twitter,Satirical,,,
'New Yorker' editor David Remnick: https:,,The Onion,Twitter,Satirical,,,
RT @ClickHole: Overstepping Her Bounds: J.K. Rowling Has Announced That Daenerys From ‘Game Of Thrones’ Has Crohn’s Disease https:,,The Onion,Twitter,Satirical,,,
FEMA Assures Wildfire Victims Bucket Brigade Nearly Over Maryland State Line https:,,The Onion,Twitter,Satirical,,,
Poll Finds 100% Of Americans Blame Shutdown Entirely On Colorado Representative Scott Tipton https:,,The Onion,Twitter,Satirical,,,
Friend’s Grandma To Give You Hug Too https:,,The Onion,Twitter,Satirical,,,
Woman Toys With Idea Of Getting Sister Something Nice They Can Do Together As Gift Before Settling On Candle… https:,,The Onion,Twitter,Satirical,,,
"RT @ClickHole: Fuck Off, Babies: 11 Babies We Don’t Give A Shit About https:",,The Onion,Twitter,Satirical,,,
Insurance Company Celebrates 50 Billionth Fucking Over Of Customer https:,,The Onion,Twitter,Satirical,,,
RT @PatriotHole: Extremely Brave: Strong President Donald Trump Is Courageously Sitting On His Toilet In A Gas Mask While The White House G…,,The Onion,Twitter,Satirical,,,
"Golden State Raises 2018, 2019, 2020 Championship Banners https:",,The Onion,Twitter,Satirical,,,
Handmade Banner That Football Team Runs Through Before Game The Closest High School Comes To Supporting Arts… https:,,The Onion,Twitter,Satirical,,,
Hand Of George H.W. Bush Bursts Out Of Ground To Grope One Last Woman https:,,The Onion,Twitter,Satirical,,,
"RT @ClickHole: My Mother Is The Strongest Person I Know, But She’s Powerless At Sea https:",,The Onion,Twitter,Satirical,,,
National News Highlights https:,,The Onion,Twitter,Satirical,,,
Maria Butina Pleads Guilty To Russian Scheme To Influence Conservatives https:,,The Onion,Twitter,Satirical,,,
"For the latest from the world’s most unstoppable media juggernaut, visit https:",,The Onion,Twitter,Satirical,,,
All-Knowing Invisible Hand Of Free Market Once Again Guides Millions In Profits To Nation’s Bead Stores… https:,,The Onion,Twitter,Satirical,,,
Should The NFL Be Doing More To Prevent Female Concussions? https:,,The Onion,Twitter,Satirical,,,
Most Disgusting Towel Spends Final Days Relegated To Role As Bath Mat https:,,The Onion,Twitter,Satirical,,,
Freeloading Refugee Children Taking Up Thousands Of Prison Cells Meant For Real Americans https:,,The Onion,Twitter,Satirical,,,
Mohawked Rex Tillerson Warns U.S. Democracy Threatened By Plutocratic Fascist Pigs Fucking Over The Working Man… https:,,The Onion,Twitter,Satirical,,,
Americans Demand Their Voices Be Heard And Also Some Kind Of Dessert You Get After Breakfast https:,,The Onion,Twitter,Satirical,,,
"RT @ClickHole: If Someone Breaks Into Your Home, You Have The Right To Try Some Recipes Out On Them https:",,The Onion,Twitter,Satirical,,,
Nation Impressed By Feats Of Very Strong Little Boy https:,,The Onion,Twitter,Satirical,,,
"On Dec. 9, 1968, engineer Douglas Engelbart introduced the computer mouse at a product demo. The Onion looks back a… https:",,The Onion,Twitter,Satirical,,,
5 Things To Know About ‘Aquaman’ https:,,The Onion,Twitter,Satirical,,,
Woman’s Children Officially Old Enough To Pony Up For Good Birthday Gift This Year https:,,The Onion,Twitter,Satirical,,,
NRCC Emails Stolen During Major 2018 Election Hack https:,,The Onion,Twitter,Satirical,,,
"Is It Fair To Not Pay College Football Players When The Mascots Make $10,000,000 A Year? https:",,The Onion,Twitter,Satirical,,,
Prima Donna Species Just Has To Have Every Part Of Natural Habitat Intact https:,,The Onion,Twitter,Satirical,,,
Victoria’s Secret Introduces 3-Inch Patch Of Satin To Place Anywhere On Body https:,,The Onion,Twitter,Satirical,,,
Report: John Lennon Probably Would Have Eventually Died Anyway https:,,The Onion,Twitter,Satirical,,,
Bar Owner Cannot Fucking Believe He Actually Sponsored An Adult Kickball Team https:,,The Onion,Twitter,Satirical,,,
"For the latest from the world’s most unstoppable media juggernaut, visit https:",,The Onion,Twitter,Satirical,,,
Nation Urged To Be Extra Sensitive To Men Reliving Trauma Of Not Getting Something https:,,The Onion,Twitter,Satirical,,,
Generous Military Sends $800 In Disability To Man Who Wakes Up Screaming Every Night https:,,The Onion,Twitter,Satirical,,,
Man Betrays His Heart By Telling Friend He Can Have Last Dumpling https:,,The Onion,Twitter,Satirical,,,
Makeshift Opinion Thrown Together From Viewpoint Currently Dominating Conversation https:,,The Onion,Twitter,Satirical,,,
Fully Gentrified Neighborhood All Cheese Shops https:,,The Onion,Twitter,Satirical,,,
Custom Fireplace Store Totally Jumps Gentrification Gun https:,,The Onion,Twitter,Satirical,,,
