,Title,Text,Author,Source,Label
20753,Mom Dishing Up Her Famous Comments About Your Body This Thanksgiving https://t.co/9RjrlaqoTV https://t.co/EgKKG5m6br,,The Onion,Twitter,Satirical
20754,Everyone At Thanksgiving Doing Chore To Get Away From Rest Of Family https://t.co/ZYxVUHaEGo https://t.co/PPfgshfyKw,,The Onion,Twitter,Satirical
20755,Macy’s Concludes Thanksgiving Day Parade With Traditional Procession Of Santa’s Coffin https://t.co/1fRxvHYOAX https://t.co/I2nd3pSc9D,,The Onion,Twitter,Satirical
20756,93-Year-Old Grandmother At Thanksgiving Worried This Last Time She Sees Fuck-Up Grandson Before He Dies… https://t.co/SyCnMNncDz,,The Onion,Twitter,Satirical
20757,Man Pissed After Becoming Trapped In Macy’s Day Parade While Out Walking Giant Pikachu Balloon… https://t.co/iU5zeg31K8,,The Onion,Twitter,Satirical
20758,Thousands Of Rats Tumble About Uncontrollably Inside Snoopy Balloon High Above Thanksgiving Day Parade… https://t.co/YV2adxE4HO,,The Onion,Twitter,Satirical
20759,Younger Cousin’s Growth Spurt Throws Off Competitive Balance At Family’s Thanksgiving Touch Football Game… https://t.co/Y5b3LXqxxU,,The Onion,Twitter,Satirical
20760,"For the latest from the world’s most unstoppable media juggernaut, visit https://t.co/csf5QUbhed. https://t.co/L5MFXxKJJS",,The Onion,Twitter,Satirical
20761,More Than 43 Million Travel Home For Thanksgiving https://t.co/sQoSML64Uw #WhatDoYouThink? https://t.co/FnGUXqMhf9,,The Onion,Twitter,Satirical
20762,Winter Storm Threatens Homeless Man’s Plans To Survive Over Thanksgiving https://t.co/LjdVmC41jE https://t.co/npczwEWEpb,,The Onion,Twitter,Satirical
20763,26-Year-Old To See Every Asshole He Ever Went To High School With On Night Before Thanksgiving… https://t.co/MKnMZd1ouQ,,The Onion,Twitter,Satirical
20764,RT @ClickHole: Despicable: Donald Trump Jr. Just Posted A Photo Of Himself Proudly Posing With A Worm He Shot On The White House Lawn https…,,The Onion,Twitter,Satirical
20765,Report: None Of Good Cousins Coming To Thanksgiving This Year https://t.co/X4bf3sWDyu https://t.co/J65DLH2cYi,,The Onion,Twitter,Satirical
20766,Thousands Gather For Stuffing Of Giant Rockefeller Center Turkey https://t.co/Te8QgazI8W https://t.co/dJIbgFG5kR,,The Onion,Twitter,Satirical
20767,Nation's Uncles Enter Last Stage Of Prep For Thursday's Thanksgiving Debates https://t.co/jmBCLAUmWB https://t.co/6GXxfGOMKk,,The Onion,Twitter,Satirical
20768,6-Year-Old Shits Out Half-Assed Hand Turkey https://t.co/AKxhuLgv9m https://t.co/SJjvKdh1eS,,The Onion,Twitter,Satirical
20769,Siblings Gather Around PowerPoint To Hash Out Off-Limits Topics For Thanksgiving https://t.co/ZtCwe2jUWx https://t.co/fNplILd6SJ,,The Onion,Twitter,Satirical
20770,RT @ClickHole: Worst Possible Timing: Ruth Bader Ginsburg’s Aides Are Desperately Trying To Talk Her Out Of Teaching Herself To Do A Front…,,The Onion,Twitter,Satirical
20771,Thanksgiving is one of America’s oldest and most cherished cultural traditions. The Onion looks back at the history… https://t.co/UOy7D2Mfjz,,The Onion,Twitter,Satirical
20772,Timeline Of Thanksgiving https://t.co/0fIPsC0PHh https://t.co/vFEp5FtRtG,,The Onion,Twitter,Satirical
20773,Humane Society Urges Americans To Opt For Shelter Turkey This Thanksgiving https://t.co/fQdzawbDfP https://t.co/sKfEtLjKlb,,The Onion,Twitter,Satirical
20774,Does Thanksgiving Glorify The Historical Slaughter Of The Detroit Lions? https://t.co/BRjjEIX1dK,,The Onion,Twitter,Satirical
20775,"CDC: Alzheimer’s, Dementia Cases To Double By 2060 https://t.co/Ei197EacQy #WhatDoYouThink? https://t.co/sNt6hR6L0r",,The Onion,Twitter,Satirical
20776,Lucky Old Woman Getting Wheeled Around Airport https://t.co/TempL840Xb https://t.co/jsSqzNyBvq,,The Onion,Twitter,Satirical
20777,Only College Student Staying On Campus Planning Saddest Thanksgiving Meal Of All Time https://t.co/6Fwlbj1wRr https://t.co/Fy1TTrOGpk,,The Onion,Twitter,Satirical
20778,Man At Airport Pissed That Other People Had Same Idea To Go Home For Thanksgiving https://t.co/h2uY4aghnD https://t.co/xF2POBQt16,,The Onion,Twitter,Satirical
20779,Nation Leery Of Very Odd Little Boy https://t.co/EUBC2atYg0 https://t.co/23s0geBKXF,,The Onion,Twitter,Satirical
20780,RT @ClickHole: Eco-Warriors: These Brave Environmental Activists Have Chained Themselves To A Humpback Whale To Protect It From Japanese Hu…,,The Onion,Twitter,Satirical
20781,RT @TheOnion: White House Security Officials Relieved Ivanka Trump’s Computer Just Cardboard Box With Mirror On It https://t.co/2nUMCXPzZ3…,,The Onion,Twitter,Satirical
20782,Man Surrounded By Loved Ones Feels Awkward Being Only Person Dying https://t.co/E1owIGQrgn https://t.co/kDLqNgAuJ9,,The Onion,Twitter,Satirical
20783,"RT @KartoonistKelly: Hold on. In a few days our long, national nightmare will be over. My latest: https://t.co/Azh7gsW5kf via @theonion",,The Onion,Twitter,Satirical
20784,Subway Employee Still Unnerved By High-Pitched Screech Sandwiches Make When Cut In Half https://t.co/wkCJqf34xP https://t.co/aU2dzRJYGK,,The Onion,Twitter,Satirical
20785,.@SteveKingIA: “This is a long-overdue piece of legislation that will help defend our country against the scourge o… https://t.co/PqPRdAHtQV,,The Onion,Twitter,Satirical
20786,Barber’s Paunch Keeps Touching Customer https://t.co/dBzE4ucEgV https://t.co/8nI2T7EVBb,,The Onion,Twitter,Satirical
20787,Michael Bloomberg Gives $1.8 Billion To Johns Hopkins University https://t.co/Cj2lIWE5Il #WhatDoYouThink? https://t.co/xoz7Lz3Gru,,The Onion,Twitter,Satirical
20788,Surgeon General Recommends Twisting Head Far Enough Until You Hear Little Pop https://t.co/nIfUTt57P4 https://t.co/XqcwNmMgH6,,The Onion,Twitter,Satirical
20789,"RT @ClickHole: Atheists Rejoice: Stephen Hawking’s Ghost Just Confirmed That God Doesn’t Exist, Though There’s A Huge Mean Horse In Heaven…",,The Onion,Twitter,Satirical
20790,Study: Average Man Thinks Of Santa Every 7 Seconds https://t.co/lMEEDwiIkh https://t.co/TDpjlA5pIC,,The Onion,Twitter,Satirical
20791,California Sets Goal Of 100% Clean Energy By 2045 https://t.co/4DXtooo7wR #WhatDoYouThink? https://t.co/9uCc8mZhqk,,The Onion,Twitter,Satirical
20792,White House Security Officials Relieved Ivanka Trump’s Computer Just Cardboard Box With Mirror On It… https://t.co/IzWeqwgIb7,,The Onion,Twitter,Satirical
20793,Nation’s Aunts Announce Their 2018 Thanksgiving Boyfriend Roster https://t.co/Vm1jOkmUay https://t.co/fphdMP7wTs,,The Onion,Twitter,Satirical
20794,Report: Purchasing Items From Onion Store Most Important Way To Either Stop Or Help Donald Trump… https://t.co/BHe4qAVQoi,,The Onion,Twitter,Satirical
20795,Open-Ended New Bill Criminalizes Whatever Black People Up To Right Now https://t.co/lhYpsXhXZA https://t.co/pXAu6ULSwA,,The Onion,Twitter,Satirical
20796,"To see more unmatched reporting, visit https://t.co/csf5QUbhed. https://t.co/M8dQmuTUmA",,The Onion,Twitter,Satirical
20797,"The Onion Celebrates The 76th Year Of Diamond Joe's Wild-Ass, Magic Carpet Ride https://t.co/PrAnLpW1Hx https://t.co/oT5FwKMv3O",,The Onion,Twitter,Satirical
20798,Perverted Wall Gets Off On Making Apartment Guests Look At Exposed Brick https://t.co/dXmoifZBD1 https://t.co/mClpTNEi83,,The Onion,Twitter,Satirical
20799,RT @ClickHole: Your baby wakes up at 6:00 a.m. to read ClickHole every day. Why not buy her a onesie that reflects her interests? https://t…,,The Onion,Twitter,Satirical
20800,"Your Horoscopes — Week Of November 20, 2018 https://t.co/sQbYgcNa1U https://t.co/xY1Wd1cTi2",,The Onion,Twitter,Satirical
20801,Humiliated Man Discovers Embroidery On His Jean Pockets https://t.co/0Lp6eyBEd3 https://t.co/fUoGK6Yiah,,The Onion,Twitter,Satirical
20802,Report: More Colleges Offering Dick-Around Abroad Programs https://t.co/kvwniL5eni https://t.co/jZYSVXnRZv,,The Onion,Twitter,Satirical
20803,"The Onion Celebrates The 76th Year Of Diamond Joe's Wild-Ass, Magic Carpet Ride https://t.co/PrAnLpW1Hx https://t.co/oT5FwKMv3O",,The Onion,Twitter,Satirical
20804,Perverted Wall Gets Off On Making Apartment Guests Look At Exposed Brick https://t.co/dXmoifZBD1 https://t.co/mClpTNEi83,,The Onion,Twitter,Satirical
20805,RT @ClickHole: Your baby wakes up at 6:00 a.m. to read ClickHole every day. Why not buy her a onesie that reflects her interests? https://t…,,The Onion,Twitter,Satirical
20806,"Your Horoscopes — Week Of November 20, 2018 https://t.co/sQbYgcNa1U https://t.co/xY1Wd1cTi2",,The Onion,Twitter,Satirical
20807,Humiliated Man Discovers Embroidery On His Jean Pockets https://t.co/0Lp6eyBEd3 https://t.co/fUoGK6Yiah,,The Onion,Twitter,Satirical
20808,Report: More Colleges Offering Dick-Around Abroad Programs https://t.co/kvwniL5eni https://t.co/jZYSVXnRZv,,The Onion,Twitter,Satirical
20809,Overweight 6-Year-Old Vows To Change Lifestyle After Second Heart Attack https://t.co/pvCPFBAVd1 https://t.co/FPaKTtJtXR,,The Onion,Twitter,Satirical
20810,Pathetic Hands Subject To Man’s Every Whim https://t.co/5kdOsyLytN https://t.co/paTzTFuPCc,,The Onion,Twitter,Satirical
20811,3-Day Waiting Period Leads To Far More Feasible Murder Plot https://t.co/o7RTWA6cLM https://t.co/CyiCSPrRs8,,The Onion,Twitter,Satirical
20812,RT @TheOnion: Jim Acosta Immediately Decks White House Intern After Being Let Back Into Press Pool https://t.co/zBTaxBDPOE https://t.co/UuL…,,The Onion,Twitter,Satirical
20813,"Area Man, Woman Each Have Thorough List Of Why They Should Break Up On Standby https://t.co/65i594rGiQ https://t.co/bwoLBfS8EC",,The Onion,Twitter,Satirical
20814,RT @ClickHole: 4 Times LeVar Burton Lost His Shit At A Kid On ‘Reading Rainbow’ For Not Knowing The Russian Classics https://t.co/d0HDzDn9Z…,,The Onion,Twitter,Satirical
20815,"""Moving the staff and stadium to this Caribbean island is the only way to shield ourselves from the MLB’s punishing… https://t.co/ovWtn69F5y",,The Onion,Twitter,Satirical
20816,New Pre-Sauced Napkins Can Be Thrown Away Straight From Package https://t.co/owQpXP1pBE https://t.co/KgsYh9idRj,,The Onion,Twitter,Satirical
20817,"“Our aim has, of course, always been to give riders a silent experience, so the fact that a mysterious woman is app… https://t.co/JBQ50AijxV",,The Onion,Twitter,Satirical
20818,Man Thinking About Just Packing Up And Making Exact Same Mistakes Someplace Far Away https://t.co/hJEJ05XoSU https://t.co/4jrsmFlx7U,,The Onion,Twitter,Satirical
20819,Percentage Of Unvaccinated Children In U.S. Has Quadrupled Since 2001https://trib.al/JxVvPwH #WhatDoYouThink? https://t.co/J9xUnh8wwT,,The Onion,Twitter,Satirical
20820,RT @ClickHole: Huge Fucking Disaster: You Just Did Something Weird https://t.co/MheWM0UbWy https://t.co/DPhpEwaxyk,,The Onion,Twitter,Satirical
20821,"‘We Will Never Speak Of This Again,’ Says Trump To Mohammed bin Salman As They Dump Khashoggi’s Body Into New Jerse… https://t.co/q32jWH1t6r",,The Onion,Twitter,Satirical
20822,Jim Acosta Immediately Decks White House Intern After Being Let Back Into Press Pool https://t.co/zBTaxBDPOE https://t.co/UuLcJ3OYda,,The Onion,Twitter,Satirical
20823,Health Experts Say Tackle Football Poses Little Risk For Children Whose Brains Already Don’t Work That Well… https://t.co/QcbNkdQlTD,,The Onion,Twitter,Satirical
20824,"For more exemplary journalism, visit https://t.co/csf5QUbhed. https://t.co/tePMmpkgUX",,The Onion,Twitter,Satirical
20825,Yankees Avoid Luxury Tax By Moving Franchise To Offshore Location https://t.co/HUvFERSWH5 https://t.co/AAjnsTHtia,,The Onion,Twitter,Satirical
20826,"RT @ClickHole: 7 Nihilistic Quotes That Only Brilliant, Misunderstood Young Males On The Internet Will Appreciate https://t.co/k3KT2BXls1 h…",,The Onion,Twitter,Satirical
20827,Woman Amazed She Found Perfect Partner Just When She Was Getting Desperate Enough To Accept Anything… https://t.co/mHsau9ftVb,,The Onion,Twitter,Satirical
20828,MTA Reveals They Have No Idea Where Voices Speaking To Everyone On Subway Coming From https://t.co/IBaom6sb5c https://t.co/7ihMG9ZrEV,,The Onion,Twitter,Satirical
20829,Nation Admits Being So Coked-Out In ’80s They Have No Memory Of Reading ‘Cujo’ https://t.co/A5qQAOjmCV https://t.co/D3aqCLDDdA,,The Onion,Twitter,Satirical
20830,"This Week's Editorial Cartoon: ""Over The River And Void Of Goods"" https://t.co/EtVL7hbFlh https://t.co/4a7Dj1Za3X",,The Onion,Twitter,Satirical
20831,‘Toy Story 4’ Teaser Released https://t.co/v7aS9JGRmN #WhatDoYouThink? https://t.co/YSW8DhyX1z,,The Onion,Twitter,Satirical
20832,Algebra Notebook Forced To Bear The Brunt Of Teen’s Song Lyrics https://t.co/Ae9kSYykJd https://t.co/ayAQDjauoN,,The Onion,Twitter,Satirical
20833,"The Week In Pictures – Week Of November 19, 2018 https://t.co/k04ZiYB0BN https://t.co/tcxPWALsR2",,The Onion,Twitter,Satirical
20834,Bisquick Unveils Sprawling State-Of-The-Art Silicon Valley Campus https://t.co/SBLRyOTMiv https://t.co/67noUIboa5,,The Onion,Twitter,Satirical
20835,Seed Of World War III Planted In Beijing Middle-School Gym Class https://t.co/prEDlZMWi4 https://t.co/g3sFZM5Sq1,,The Onion,Twitter,Satirical
20836,Guy At Gym Has Precious Little Diary To Keep Track Of All His Exercises https://t.co/vXqVUD8VbZ https://t.co/y2BYWh13HK,,The Onion,Twitter,Satirical
20837,Area Mom Really Gets Her Rocks Off On Being Appreciated https://t.co/SdBpSRVbWO https://t.co/0UUF3Dby2Q,,The Onion,Twitter,Satirical
20838,Melania Releases Statement Calling For Removal Of First Lady From White House https://t.co/wwDKj8WTQB https://t.co/dYkGbs3wX5,,The Onion,Twitter,Satirical
20839,NBC Unveils On Screen Graphic Informing Audience They Are Watching Football https://t.co/eXnvC0gqaI https://t.co/QEtsU9Av3v,,The Onion,Twitter,Satirical
20840,"Report: Come On, Carl, Pull It Together https://t.co/zYyI2xND1G https://t.co/Pb4Dhq8AIS",,The Onion,Twitter,Satirical
20841,Pathetic 4-Year-Old Needs Father To Stand On Merry-Go-Round Platform For Entire Ride https://t.co/WcxfOYJyyy https://t.co/MTRf6Bd5gS,,The Onion,Twitter,Satirical
20842,New ‘Game Of Thrones’ Trailer Reveals Final Season Will Be Cobbled Together From Old Footage https://t.co/L9tYw7Mh51 https://t.co/rOBkFkxWsp,,The Onion,Twitter,Satirical
20843,Pope Francis Pursues Sinner Across Vatican City Rooftops https://t.co/gpXSfMl80Y https://t.co/lLcYvtjXz5,,The Onion,Twitter,Satirical
20844,New York City Announces Subway Just For Amazon Employees Now https://t.co/2suru4XwJM https://t.co/ke0UYPS1ux,,The Onion,Twitter,Satirical
20845,This Weekend's Onion Magazine: https://t.co/c5W7UIEVBs https://t.co/J3CcP6PlWt,,The Onion,Twitter,Satirical
20846,Prison Now Allowing Death Row Inmates To Receive Weekly Visitors Throughout Executions https://t.co/64C8f1x7Fe https://t.co/KvOPbNwltv,,The Onion,Twitter,Satirical
20847,Steve King Vehemently Denies Comparing Immigrants To People https://t.co/nMqTF5YNIR https://t.co/1ALvCSncqx,,The Onion,Twitter,Satirical
20848,Man’s Area Code Provides Exciting Glimpse At Past Life https://t.co/42MqzB6RuM https://t.co/N7uRVcr0KC,,The Onion,Twitter,Satirical
20849,Hillary Launches Campaign To Raise $100 Million Or Else She’ll Run For President https://t.co/b4RrEVc96q https://t.co/esWXekWMEd,,The Onion,Twitter,Satirical
20850,Cryptic New Laundry Room Rule Hints At Tale Of Bizarre Infraction https://t.co/bz5LGbj0lC https://t.co/zSVtZ1axeq,,The Onion,Twitter,Satirical
20851,FEMA Assures Wildfire Victims Bucket Brigade Nearly Over Maryland State Line https://t.co/ReVcBY6Uu1 https://t.co/ew8Ypetzdr,,The Onion,Twitter,Satirical
20852,Report: Seasonal Depression Still Better Than Purchasing Tiny Sunshine Lamp https://t.co/8kIqqGsOyp https://t.co/C9AjSjR7VA,,The Onion,Twitter,Satirical
20853,"This Week's Editorial Cartoon: ""The Fantastic Bore"" https://t.co/jdc7P0T82z https://t.co/0ZyyLtYle6",,The Onion,Twitter,Satirical
20854,Kid Diving Into Pile Of Leaves Has No Idea There Homeless Guy Jerking Off In There https://t.co/zUKZiBgvhO https://t.co/rrcMqkvdr7,,The Onion,Twitter,Satirical
20855,Biologist Completes 5-Minute Study Of Pathetic Organism In Mirror https://t.co/VzAMhkHJqx https://t.co/im8ngaJzGG,,The Onion,Twitter,Satirical
20856,"RT @ClickHole: Whoa: 1 Out Of 1,000 People Who Click On This Will Get Straight-Up Porn https://t.co/Plja6LdrZj #NSFW https://t.co/53Smchyrv5",,The Onion,Twitter,Satirical
20857,"""The very first moment I held this tiny human in my arms, I knew my entire world had changed forever."" https://t.co/4eu2fvnP9i",,The Onion,Twitter,Satirical
20858,"Report: Holy Shit, There Still 50 Minutes Left In Movie https://t.co/yU7eUVHY5N https://t.co/yCwEVJnz5d",,The Onion,Twitter,Satirical
20859,National News Highlights https://t.co/E3eO3VnM75,,The Onion,Twitter,Satirical
20860,Female Friend Group Fails In One Duty Of Providing Good Gynecologist Recommendation https://t.co/TjKXTZuEQg https://t.co/jialPQmTs6,,The Onion,Twitter,Satirical
20861,"RT @ClickHole: First, ClickHole invented babies. Now, we've invented clothes for them. Buy a ClickHole onesie today! https://t.co/pKNjItVaE…",,The Onion,Twitter,Satirical
20862,RT @TheOnion: Embarrassed Alexandria Ocasio-Cortez Can Only Afford American Flag Pin With 19 Stars https://t.co/VhYuGJmVkY https://t.co/n3F…,,The Onion,Twitter,Satirical
20863,Loyal Driveway Patiently Waiting For Owner To Return From Work https://t.co/RhlLwihbaN https://t.co/9chrwCn9cj,,The Onion,Twitter,Satirical
20864,"For more world-renowned reportage, visit https://t.co/csf5QUbhed. https://t.co/R5kxdYzyFR",,The Onion,Twitter,Satirical
20865,"""Am I alone in thinking that would be an overreaction?"" https://t.co/VHr9WbJsiy https://t.co/lLFU3JCupE",,The Onion,Twitter,Satirical
20866,RT @TheOnion: Unhinged Lunatic Using Facebook To Spread Conspiracy Theories https://t.co/tAse2og1vA https://t.co/GeHitrBjsp,,The Onion,Twitter,Satirical
20867,‘The Powerpuff Girls’ Turns 20 https://t.co/12ZRoyM1NF https://t.co/0s7MdkYcC3,,The Onion,Twitter,Satirical
20868,Should Carmelo Anthony Return To His Prime? https://t.co/XxGrc9LonM,,The Onion,Twitter,Satirical
20869,Metropolitan Museum Acquires Another Vase https://t.co/Awkxc5XNgv https://t.co/UCcvIuIa9N,,The Onion,Twitter,Satirical
20870,RT @ClickHole: 5 Common Relationship Issues That Not Even A Good Ol’-Fashioned Train Robbery Can Fix https://t.co/j4sRPpCcWb https://t.co/Y…,,The Onion,Twitter,Satirical
20871,Hate Crimes Continue To Rise https://t.co/j9Fz8UJtej #WhatDoYouThink? https://t.co/ySVw8Fl0G7,,The Onion,Twitter,Satirical
20872,"‘Becoming A Mother Has Been The Most Thrilling Experience Of My Life,’ Reports Woman Fleeing Hospital With Stolen B… https://t.co/3luPYLLwcb",,The Onion,Twitter,Satirical
20873,Speakeasy Patrons Apparently Unaware It Legal To Go To Regular Bars Again https://t.co/pwt44L95mc https://t.co/YX6cKgsoiT,,The Onion,Twitter,Satirical
20874,Archaeologists Apologize For Murdering Last Remaining Neanderthal In Fit Of Crazed Bloodlust https://t.co/cIMOKFLKAZ https://t.co/J32PS5iT4G,,The Onion,Twitter,Satirical
20875,Supercuts Now Offering To Give Customers Baths For $14.99 https://t.co/LpDKyNuuxW https://t.co/qySWkGeXMG,,The Onion,Twitter,Satirical
20876,Embarrassed Alexandria Ocasio-Cortez Can Only Afford American Flag Pin With 19 Stars https://t.co/VhYuGJmVkY https://t.co/n3FUh0QmAe,,The Onion,Twitter,Satirical
20877,Khashoggi Assassin Hopes Bonus Check From Saudi Crown Prince Clears Before Execution https://t.co/RzlYSMqgSW https://t.co/wmSXXF4bhY,,The Onion,Twitter,Satirical
20878,Unhinged Lunatic Using Facebook To Spread Conspiracy Theories https://t.co/tAse2og1vA https://t.co/GeHitrBjsp,,The Onion,Twitter,Satirical
20879,This Weekend's Onion Magazine: https://t.co/fQPugmH2Kp https://t.co/kpqIu0CU83,,The Onion,Twitter,Satirical
20880,Brutally Honest New Revlon Ad Campaign Reminds Customers You Can’t Change What You Are https://t.co/T7VtzmqjvM https://t.co/rCub9pDSwO,,The Onion,Twitter,Satirical
20881,Report: Some Shithead Out There Makes So Much More Money Than You https://t.co/FxfRLEI1nN https://t.co/FqnLPKpHrx,,The Onion,Twitter,Satirical
20882,"Denny’s Introduces New 3,000-Spider-Egg Omelet https://t.co/eSYVDuhMBD https://t.co/dvz7OcVMMb",,The Onion,Twitter,Satirical
20883,Foster Mom Doesn't Pick Least Favorites https://t.co/KVQi4gKlFz https://t.co/2E39JoTx16,,The Onion,Twitter,Satirical
20884,Visit https://t.co/csf5QUbhed to see more from the standard bearer of global journalism. https://t.co/vW1Ee62ENw,,The Onion,Twitter,Satirical
20885,Brutalized Toothbrush Wishes Owner Would Just Let It Die https://t.co/1VyPLsf1CB https://t.co/UEfJvFPDWO,,The Onion,Twitter,Satirical
20886,RT @TheOnion: Facebook Just Filled With Crazy Idiots Now https://t.co/Z4IiJIEr8Q https://t.co/xB0BJ6U9oh,,The Onion,Twitter,Satirical
20887,"RT @ClickHole: Coming Clean: Juicy Fruit Has Announced That The White Dust On Their Sticks Of Gum Is Regular-Ass Dust, And If That’s A Deal…",,The Onion,Twitter,Satirical
20888,National News Highlights https://t.co/V45LP0Ydv6,,The Onion,Twitter,Satirical
20889,Man Experiencing First Real Moment Of Peace In Years Resuscitated https://t.co/iLhbOKbqeZ https://t.co/KXy2XTCKFr,,The Onion,Twitter,Satirical
20890,RT @KartoonistKelly: A not-so-MARVELous finale. My latest: https://t.co/RTgJAphstT via @theonion,,The Onion,Twitter,Satirical
20891,Grown Men Inspired By Stupid Little Sign Hanging In Locker Room https://t.co/YdMwt15ODP https://t.co/tLmmKauuAR,,The Onion,Twitter,Satirical
20892,RT @TheOnion: Boyfriend’s Snack 200% Of Woman’s Daily Caloric Intake https://t.co/wBNHwWv7HL https://t.co/mQlxsKXHL9,,The Onion,Twitter,Satirical
20893,George R.R. Martin Admits He Struggling With New Book https://t.co/899OOmHHp6 #WhatDoYouThink? https://t.co/EpsL6fPhD1,,The Onion,Twitter,Satirical
20894,5 Things To Know About Matt Whitaker https://t.co/YUoNxee0JT,,The Onion,Twitter,Satirical
20895,China Introduces New One-Uighur Policy https://t.co/CNu7yAStVW https://t.co/vHsnhelWFP,,The Onion,Twitter,Satirical
20896,Report: Underfunded Public Schools Lacking Basic Support Systems Leave Students Perfectly Prepared For Rest Of Life… https://t.co/Ibr2nSinm2,,The Onion,Twitter,Satirical
20897,RT @ClickHole: Back For Seconds: Eddie Redmayne Just Announced That He’s Going To Start Acting Like He’s Paralyzed Again https://t.co/6uCGA…,,The Onion,Twitter,Satirical
20898,Mother Feels A Little Validated After Daughter Who Stayed Out Late Gets Murdered https://t.co/glmWuogJh4 https://t.co/bEW1Xmi5HM,,The Onion,Twitter,Satirical
20899,Jonathan Franzen Rushes Over To Guy On Subway Reading 'The Corrections' To Introduce Himself https://t.co/pSgXwwTWg7 https://t.co/DGh40kIbYX,,The Onion,Twitter,Satirical
20900,Facebook Just Filled With Crazy Idiots Now https://t.co/Z4IiJIEr8Q https://t.co/xB0BJ6U9oh,,The Onion,Twitter,Satirical
20901,Saudi Crown Prince Begins 100 Hours Of Court-Ordered Community Service For Murdering Jamal Khashoggi… https://t.co/TPCpjXLjrU,,The Onion,Twitter,Satirical
20902,Wealth-Burdened Nation Grateful For Opportunity to Spend Money At New Onion Store https://t.co/5GbUYgg3Zh https://t.co/YenteYf0Yg,,The Onion,Twitter,Satirical
20903,"Wildfires More Frequent Because Of Climate Change, Forest Management https://t.co/DQSS05Zbjc #WhatDoYouThink? https://t.co/lGQucQcVhn",,The Onion,Twitter,Satirical
20904,Boyfriend’s Snack 200% Of Woman’s Daily Caloric Intake https://t.co/wBNHwWv7HL https://t.co/mQlxsKXHL9,,The Onion,Twitter,Satirical
20905,Disgusting Coworker Barely Even Washed Ass Before Leaving Bathroom https://t.co/ZjRtaH2NFu https://t.co/EmoT7MWhRH,,The Onion,Twitter,Satirical
20906,Widow Still Can’t Bring Herself To Get Rid Of Husband’s Corpse https://t.co/2vgsSx9op6 https://t.co/xc8gINdP6S,,The Onion,Twitter,Satirical
20907,RT @ClickHole: Need a gift for your baby to celebrate his or her big promotion at work? How about a ClickHole onesie? https://t.co/Eph315jx…,,The Onion,Twitter,Satirical
20908,Inspirational English Teacher Canceled Out By Every Other Teacher At School https://t.co/ddkEa8NzKO https://t.co/HT3FIZrd3C,,The Onion,Twitter,Satirical
20909,"Coworker Who Already Breathes, Chews Loudly Thinking About Getting Into Arrhythmically Drumming On Desk… https://t.co/5JTtSlqSOo",,The Onion,Twitter,Satirical
20910,Man Invisible On Gchat Observes World From Impregnable Perch https://t.co/yy5fPBLxNH https://t.co/yIg7s3ku3R,,The Onion,Twitter,Satirical
20911,Neither Boss Nor Employee Paid Enough To Deal With Each Other https://t.co/9kl7RGybPm https://t.co/iMJVFixig4,,The Onion,Twitter,Satirical
20912,Worldwide Jewish Conspiracy Worried It Came Down Too Hard On Jeff Yesterday https://t.co/SItZvrE4DB https://t.co/Pb9tVu8ldL,,The Onion,Twitter,Satirical
20913,Osprey Devours Lion In Massive Food-Chain Shake-Up https://t.co/gN9gOPeKji https://t.co/kW9iWcbgAD,,The Onion,Twitter,Satirical
20914,The unprecedented call for the ouster of a first lady by Melania Trump has fueled speculation that she enjoys a gre… https://t.co/9FGOZy4tdJ,,The Onion,Twitter,Satirical
20915,"RT @ClickHole: Journalism Fail: ‘The New York Times’ Has Apologized For Its One-Sentence Stan Lee Obituary That Just Said, ‘His Head Fell O…",,The Onion,Twitter,Satirical
20916,National News Highlights https://t.co/J5KBCcdEoq,,The Onion,Twitter,Satirical
20917,Food Critic Tears Radish Canapés With Salmon Mousse A New Asshole https://t.co/bE2NdKu9cz https://t.co/Jq9nvTHHdD,,The Onion,Twitter,Satirical
20918,"""I’m really looking forward to improving the vitality of our caucus by spending lots of time with these new represe… https://t.co/KjnfE9nGzk",,The Onion,Twitter,Satirical
20919,"Amazon Officially Picks New York, Northern Virginia For Next Headquarters https://t.co/LpHCnNnvNd #WhatDoYouThink? https://t.co/JrRubrvDt9",,The Onion,Twitter,Satirical
20920,"For the latest from the world’s most unstoppable media juggernaut, visit https://t.co/csf5QUbhed. https://t.co/QGV9TWq8Z2",,The Onion,Twitter,Satirical
20921,Boss Has Deft Touch For Making Employees Feel Like Shit https://t.co/QzVlWVO60f https://t.co/AqkNN2IlOc,,The Onion,Twitter,Satirical
20922,"""My body is a temple and deserves to be draped in finery of a level only the Onion store can provide.""… https://t.co/jXCNMdM9EH",,The Onion,Twitter,Satirical
20923,RT @ClickHole: Disaster: Man Tries To Use 30 Hats As Blanket https://t.co/ilFvEaZJLy,,The Onion,Twitter,Satirical
20924,Recently Divorced 40-Year-Old Struggling To Navigate College Dating Scene https://t.co/3gsy4OCvL5 https://t.co/gH6tOzrVMU,,The Onion,Twitter,Satirical
20925,In Focus: Defiant Mitch McConnell Holds Merrick Garland’s Severed Head Aloft In Front Of Capitol Building… https://t.co/VzEWlWgQ35,,The Onion,Twitter,Satirical
20926,Melania Releases Statement Calling For Removal Of First Lady From White House https://t.co/uh04xCYXsD https://t.co/w3LL0mwaZ7,,The Onion,Twitter,Satirical
